
VD= 0 to 5 in 0.01 step
VG= 0 to 5 in 0.5 step
NO. VD VG ID
 V V A
1 0 0 -0.00013508
2 0.01 0 -0.00013507
3 0.02 0 -0.00013503
4 0.03 0 -0.00013506
5 0.04 0 -0.00013505
6 0.05 0 -0.00013506
7 0.06 0 -0.00013504
8 0.07 0 -0.00013506
9 0.08 0 -0.00013506
10 0.09 0 -0.00013504
11 0.1 0 -0.00013503
12 0.11 0 -0.00013506
13 0.12 0 -0.00013503
14 0.13 0 -0.00013501
15 0.14 0 -0.00013501
16 0.15 0 -0.00013503
17 0.16 0 -0.00013499
18 0.17 0 -0.000135
19 0.18 0 -0.000135
20 0.19 0 -0.00013502
21 0.2 0 -0.00013498
22 0.21 0 -0.00013498
23 0.22 0 -0.00013501
24 0.23 0 -0.000135
25 0.24 0 -0.00013497
26 0.25 0 -0.00013497
27 0.26 0 -0.000135
28 0.27 0 -0.00013494
29 0.28 0 -0.00013496
30 0.29 0 -0.00013497
31 0.3 0 -0.00013498
32 0.31 0 -0.00013493
33 0.32 0 -0.00013496
34 0.33 0 -0.00013497
35 0.34 0 -0.00013494
36 0.35 0 -0.00013494
37 0.36 0 -0.00013493
38 0.37 0 -0.00013495
39 0.38 0 -0.00013493
40 0.39 0 -0.00013493
41 0.4 0 -0.00013494
42 0.41 0 -0.00013493
43 0.42 0 -0.00013491
44 0.43 0 -0.00013492
45 0.44 0 -0.00013494
46 0.45 0 -0.0001349
47 0.46 0 -0.00013488
48 0.47 0 -0.00013492
49 0.48 0 -0.0001349
50 0.49 0 -0.00013488
51 0.5 0 -0.0001349
52 0.51 0 -0.00013492
53 0.52 0 -0.00013488
54 0.53 0 -0.00013488
55 0.54 0 -0.00013489
56 0.55 0 -0.00013489
57 0.56 0 -0.00013487
58 0.57 0 -0.00013485
59 0.58 0 -0.0001349
60 0.59 0 -0.00013487
61 0.6 0 -0.00013483
62 0.61 0 -0.00013488
63 0.62 0 -0.00013488
64 0.63 0 -0.00013485
65 0.64 0 -0.00013485
66 0.65 0 -0.00013488
67 0.66 0 -0.00013484
68 0.67 0 -0.00013482
69 0.68 0 -0.00013483
70 0.69 0 -0.00013485
71 0.7 0 -0.00013482
72 0.71 0 -0.00013483
73 0.72 0 -0.00013482
74 0.73 0 -0.00013482
75 0.74 0 -0.0001348
76 0.75 0 -0.0001348
77 0.76 0 -0.00013482
78 0.77 0 -0.00013481
79 0.78 0 -0.00013479
80 0.79 0 -0.0001348
81 0.8 0 -0.00013482
82 0.81 0 -0.00013478
83 0.82 0 -0.00013478
84 0.83 0 -0.00013479
85 0.84 0 -0.00013477
86 0.85 0 -0.00013475
87 0.86 0 -0.00013477
88 0.87 0 -0.00013478
89 0.88 0 -0.00013476
90 0.89 0 -0.00013474
91 0.9 0 -0.00013476
92 0.91 0 -0.00013476
93 0.92 0 -0.00013471
94 0.93 0 -0.00013475
95 0.94 0 -0.00013477
96 0.95 0 -0.00013474
97 0.96 0 -0.00013471
