,,,
VG=,0,to,5
VD=,0,to,5
NO.,VG,VD,ID
V,V,A,
1,0,0,-0.0015077
2,0.01,0,-0.0014975
3,0.02,0,-0.0014869
4,0.03,0,-0.0014775
5,0.04,0,-0.0014677
6,0.05,0,-0.0014582
7,0.06,0,-0.001449
8,0.07,0,-0.0014385
9,0.08,0,-0.0014293
10,0.09,0,-0.0014198
11,0.1,0,-0.0014103
12,0.11,0,-0.0014009
13,0.12,0,-0.0013906
14,0.13,0,-0.0013814
15,0.14,0,-0.001372
16,0.15,0,-0.0013627
17,0.16,0,-0.0013533
18,0.17,0,-0.0013433
19,0.18,0,-0.0013339
20,0.19,0,-0.0013246
21,0.2,0,-0.0013153
22,0.21,0,-0.0013061
23,0.22,0,-0.0012963
24,0.23,0,-0.0012869
25,0.24,0,-0.0012778
26,0.25,0,-0.0012687
27,0.26,0,-0.0012596
28,0.27,0,-0.0012502
29,0.28,0,-0.0012406
30,0.29,0,-0.0012313
31,0.3,0,-0.0012227
32,0.31,0,-0.0012135
33,0.32,0,-0.0012043
34,0.33,0,-0.0011947
35,0.34,0,-0.0011855
36,0.35,0,-0.0011766
37,0.36,0,-0.0011676
38,0.37,0,-0.0011586
39,0.38,0,-0.001149
40,0.39,0,-0.0011401
41,0.4,0,-0.0011313
42,0.41,0,-0.0011224
43,0.42,0,-0.0011133
44,0.43,0,-0.001104
45,0.44,0,-0.0010954
46,0.45,0,-0.0010863
47,0.46,0,-0.0010775
48,0.47,0,-0.0010691
49,0.48,0,-0.0010595
50,0.49,0,-0.001051
51,0.5,0,-0.001042
52,0.51,0,-0.0010333
53,0.52,0,-0.0010248
54,0.53,0,-0.001016
55,0.54,0,-0.0010068
56,0.55,0,-0.00099799
57,0.56,0,-0.00098939
58,0.57,0,-0.00098091
59,0.58,0,-0.00097236
60,0.59,0,-0.0009631
61,0.6,0,-0.0009546
62,0.61,0,-0.00094612
63,0.62,0,-0.00093761
64,0.63,0,-0.00092912
65,0.64,0,-0.00092009
66,0.65,0,-0.00091171
67,0.66,0,-0.0009033
68,0.67,0,-0.00089494
69,0.68,0,-0.00088665
70,0.69,0,-0.00087781
71,0.7,0,-0.00086955
72,0.71,0,-0.00086135
73,0.72,0,-0.00085304
74,0.73,0,-0.00084481
75,0.74,0,-0.00083596
76,0.75,0,-0.00082789
77,0.76,0,-0.0008198
78,0.77,0,-0.00081163
79,0.78,0,-0.00080355
80,0.79,0,-0.0007949
81,0.8,0,-0.00078673
82,0.81,0,-0.00077868
83,0.82,0,-0.00077069
84,0.83,0,-0.00076279
85,0.84,0,-0.00075487
86,0.85,0,-0.00074627
87,0.86,0,-0.0007384
88,0.87,0,-0.00073066
89,0.88,0,-0.00072288
90,0.89,0,-0.00071504
91,0.9,0,-0.00070665
92,0.91,0,-0.00069882
93,0.92,0,-0.00069107
94,0.93,0,-0.00068341
95,0.94,0,-0.00067571
96,0.95,0,-0.00066752
97,0.96,0,-0.00065985
98,0.97,0,-0.0006523
99,0.98,0,-0.00064473
100,0.99,0,-0.00063743
101,1,0,-0.00062905
102,1.01,0,-0.00062157
103,1.02,0,-0.00061418
104,1.03,0,-0.00060677
105,1.04,0,-0.00059942
106,1.05,0,-0.00059146
107,1.06,0,-0.00058408
108,1.07,0,-0.00057676
109,1.08,0,-0.00056956
110,1.09,0,-0.00056243
111,1.1,0,-0.00055463
112,1.11,0,-0.00054755
113,1.12,0,-0.00054071
114,1.13,0,-0.00053327
115,1.14,0,-0.00052634
116,1.15,0,-0.00051929
117,1.16,0,-0.00051164
118,1.17,0,-0.00050481
119,1.18,0,-0.00049781
120,1.19,0,-0.00049097
121,1.2,0,-0.00048409
122,1.21,0,-0.00047678
123,1.22,0,-0.00047004
124,1.23,0,-0.00046321
125,1.24,0,-0.00045649
126,1.25,0,-0.00045019
127,1.26,0,-0.00044268
128,1.27,0,-0.00043609
129,1.28,0,-0.00042945
130,1.29,0,-0.00042292
131,1.3,0,-0.00041645
132,1.31,0,-0.00040953
133,1.32,0,-0.00040308
134,1.33,0,-0.00039674
135,1.34,0,-0.00039043
136,1.35,0,-0.00038401
137,1.36,0,-0.00037727
138,1.37,0,-0.00037125
139,1.38,0,-0.00036507
140,1.39,0,-0.00035885
141,1.4,0,-0.00035282
142,1.41,0,-0.00034672
143,1.42,0,-0.00034028
144,1.43,0,-0.00033434
145,1.44,0,-0.0003284
146,1.45,0,-0.00032256
147,1.46,0,-0.00031671
148,1.47,0,-0.00031057
149,1.48,0,-0.0003048
150,1.49,0,-0.00029907
151,1.5,0,-0.00029339
152,1.51,0,-0.00028783
153,1.52,0,-0.00028179
154,1.53,0,-0.00027629
155,1.54,0,-0.00027088
156,1.55,0,-0.00026543
157,1.56,0,-0.00026011
158,1.57,0,-0.00025434
159,1.58,0,-0.00024908
160,1.59,0,-0.00024388
161,1.6,0,-0.00023866
162,1.61,0,-0.00023353
163,1.62,0,-0.00022812
164,1.63,0,-0.00022305
165,1.64,0,-0.0002185
166,1.65,0,-0.00021317
167,1.66,0,-0.0002083
168,1.67,0,-0.00020302
169,1.68,0,-0.0001983
170,1.69,0,-0.00019359
171,1.7,0,-0.00018897
172,1.71,0,-0.00018429
173,1.72,0,-0.00017978
174,1.73,0,-0.00017489
175,1.74,0,-0.00017044
176,1.75,0,-0.00016606
177,1.76,0,-0.00016177
178,1.77,0,-0.00015743
179,1.78,0,-0.00015281
180,1.79,0,-0.00014865
181,1.8,0,-0.00014461
182,1.81,0,-0.00014053
183,1.82,0,-0.00013651
184,1.83,0,-0.00013224
185,1.84,0,-0.00012835
186,1.85,0,-0.00012453
187,1.86,0,-0.00012076
188,1.87,0,-0.00011705
189,1.88,0,-0.00011311
190,1.89,0,-0.00010948
191,1.9,0,-0.000106
192,1.91,0,-0.0001025
