,,,
VG=,5,to,10
VD=,5,to,10
NO.,VG,VD,ID
V,V,A,
1,5,5,3.1755E-08
2,5.01,5,-4.765E-09
3,5.02,5,-5.0985E-08
4,5.03,5,2.4844E-08
5,5.04,5,1.1141E-08
6,5.05,5,-4.2569E-08
7,5.06,5,3.0878E-08
8,5.07,5,-1.752E-09
9,5.08,5,-5.0877E-08
10,5.09,5,2.3702E-08
11,5.1,5,1.4151E-08
12,5.11,5,-3.9059E-08
13,5.12,5,3.0233E-08
14,5.13,5,1.71E-09
15,5.14,5,-4.8517E-08
16,5.15,5,2.3319E-08
17,5.16,5,1.6477E-08
18,5.17,5,-3.604E-08
19,5.18,5,2.9109E-08
20,5.19,5,4.912E-09
21,5.2,5,-4.695E-08
22,5.21,5,3.4007E-08
23,5.22,5,-8.361E-09
24,5.23,5,-4.8362E-08
25,5.24,5,2.7642E-08
26,5.25,5,7.504E-09
27,5.26,5,-4.6273E-08
28,5.27,5,3.2092E-08
29,5.28,5,-5.783E-09
30,5.29,5,-5.0527E-08
31,5.3,5,2.5675E-08
32,5.31,5,1.0025E-08
33,5.32,5,-4.364E-08
34,5.33,5,3.0982E-08
35,5.34,5,-2.761E-09
36,5.35,5,-5.1229E-08
37,5.36,5,2.3835E-08
38,5.37,5,1.3233E-08
39,5.38,5,-4.0366E-08
40,5.39,5,3.047E-08
41,5.4,5,4.25E-10
42,5.41,5,-4.9148E-08
43,5.42,5,2.356E-08
44,5.43,5,1.5592E-08
45,5.44,5,-3.7011E-08
46,5.45,5,2.9416E-08
47,5.46,5,3.934E-09
48,5.47,5,-4.724E-08
49,5.48,5,2.2946E-08
50,5.49,5,1.7722E-08
51,5.5,5,-3.46E-08
52,5.51,5,2.8176E-08
53,5.52,5,6.735E-09
54,5.53,5,-4.6443E-08
55,5.54,5,3.2726E-08
56,5.55,5,-6.638E-09
57,5.56,5,-4.9882E-08
58,5.57,5,2.6325E-08
59,5.58,5,9.238E-09
60,5.59,5,-4.4705E-08
61,5.6,5,3.1268E-08
62,5.61,5,-3.966E-09
63,5.62,5,-5.1328E-08
64,5.63,5,2.4157E-08
65,5.64,5,1.2384E-08
66,5.65,5,-4.1487E-08
67,5.66,5,3.076E-08
68,5.67,5,-6.85E-10
69,5.68,5,-4.9939E-08
70,5.69,5,2.3667E-08
71,5.7,5,1.4799E-08
72,5.71,5,-3.8028E-08
73,5.72,5,2.9913E-08
74,5.73,5,2.852E-09
75,5.74,5,-4.7635E-08
76,5.75,5,2.3258E-08
77,5.76,5,1.7192E-08
78,5.77,5,-3.5198E-08
79,5.78,5,2.8684E-08
80,5.79,5,5.752E-09
81,5.8,5,-4.6875E-08
82,5.81,5,3.348E-08
83,5.82,5,-7.56E-09
84,5.83,5,-4.9193E-08
85,5.84,5,2.7062E-08
86,5.85,5,8.287E-09
87,5.86,5,-4.5712E-08
88,5.87,5,3.1649E-08
89,5.88,5,-4.861E-09
90,5.89,5,-5.1202E-08
91,5.9,5,2.4823E-08
92,5.91,5,1.1157E-08
93,5.92,5,-4.2528E-08
94,5.93,5,3.0859E-08
95,5.94,5,-1.818E-09
96,5.95,5,-5.0871E-08
97,5.96,5,2.3667E-08
98,5.97,5,1.4046E-08
99,5.98,5,-3.9176E-08
100,5.99,5,3.04E-08
101,6,5,1.789E-09
102,6.01,5,-4.8539E-08
103,6.02,5,2.3424E-08
104,6.03,5,1.6397E-08
105,6.04,5,-3.617E-08
106,6.05,5,2.9193E-08
107,6.06,5,4.793E-09
108,6.07,5,-4.704E-08
109,6.08,5,3.414E-08
110,6.09,5,-8.512E-09
111,6.1,5,-4.8405E-08
112,6.11,5,2.7762E-08
113,6.12,5,7.4E-09
114,6.13,5,-4.6418E-08
115,6.14,5,3.2388E-08
116,6.15,5,-5.826E-09
117,6.16,5,-5.0778E-08
118,6.17,5,2.576E-08
119,6.18,5,9.918E-09
120,6.19,5,-4.3994E-08
121,6.2,5,3.1245E-08
122,6.21,5,-3.096E-09
123,6.22,5,-5.1655E-08
124,6.23,5,2.4224E-08
125,6.24,5,1.3355E-08
126,6.25,5,-4.0957E-08
127,6.26,5,3.0937E-08
128,6.27,5,2.83E-10
129,6.28,5,-5.0106E-08
130,6.29,5,2.4005E-08
131,6.3,5,1.5913E-08
132,6.31,5,-3.7879E-08
133,6.32,5,3.0251E-08
134,6.33,5,3.803E-09
135,6.34,5,-4.8386E-08
136,6.35,5,2.3741E-08
137,6.36,5,1.8472E-08
138,6.37,5,-3.5968E-08
139,6.38,5,2.9369E-08
140,6.39,5,6.899E-09
141,6.4,5,-4.8751E-08
142,6.41,5,3.461E-08
143,6.42,5,-6.988E-09
144,6.43,5,-5.2184E-08
145,6.44,5,2.7744E-08
146,6.45,5,9.772E-09
147,6.46,5,-4.6628E-08
148,6.47,5,3.3106E-08
149,6.48,5,-4.111E-09
150,6.49,5,-5.3745E-08
151,6.5,5,2.5368E-08
152,6.51,5,1.292E-08
153,6.52,5,-4.3752E-08
154,6.53,5,3.2378E-08
155,6.54,5,-9.08E-10
156,6.55,5,-5.2713E-08
157,6.56,5,2.4821E-08
158,6.57,5,1.5573E-08
159,6.58,5,-4.0248E-08
160,6.59,5,3.1763E-08
161,6.6,5,2.833E-09
162,6.61,5,-5.01E-08
163,6.62,5,2.4472E-08
164,6.63,5,1.8107E-08
165,6.64,5,-3.7337E-08
166,6.65,5,3.0403E-08
167,6.66,5,6.048E-09
168,6.67,5,-4.9116E-08
169,6.68,5,3.5641E-08
170,6.69,5,-8.051E-09
171,6.7,5,-5.1286E-08
172,6.71,5,2.8705E-08
173,6.72,5,8.749E-09
174,6.73,5,-4.7943E-08
175,6.74,5,3.3747E-08
176,6.75,5,-5.344E-09
177,6.76,5,-5.3526E-08
178,6.77,5,2.6275E-08
179,6.78,5,1.161E-08
180,6.79,5,-4.4923E-08
181,6.8,5,3.2529E-08
182,6.81,5,-2.167E-09
183,6.82,5,-5.3574E-08
184,6.83,5,2.4854E-08
185,6.84,5,1.4801E-08
186,6.85,5,-4.1438E-08
187,6.86,5,3.2361E-08
