,,,
VD=,0,to,5
VG=,0,to,5
NO.,VD,VG,ID
V,V,A,
1,0,0,-8.022E-09
2,0.01,0,7.948E-09
3,0.02,0,-1.0578E-08
4,0.03,0,1.012E-08
5,0.04,0,-1.0984E-08
6,0.05,0,9.413E-09
7,0.06,0,-1.0757E-08
8,0.07,0,1.1021E-08
9,0.08,0,-7.396E-09
10,0.09,0,7.46E-09
11,0.1,0,-1.0209E-08
12,0.11,0,6.448E-09
13,0.12,0,-9.008E-09
14,0.13,0,8.995E-09
15,0.14,0,-1.0677E-08
16,0.15,0,1.0769E-08
17,0.16,0,-1.0424E-08
18,0.17,0,9.965E-09
19,0.18,0,-1.0974E-08
20,0.19,0,9.33E-09
21,0.2,0,-1.0695E-08
22,0.21,0,1.0988E-08
23,0.22,0,-7.18E-09
24,0.23,0,7.321E-09
25,0.24,0,-1.0065E-08
26,0.25,0,9.769E-09
27,0.26,0,-1.0922E-08
28,0.27,0,1.1108E-08
29,0.28,0,-1.0612E-08
30,0.29,0,1.072E-08
31,0.3,0,-1.0735E-08
32,0.31,0,9.908E-09
33,0.32,0,-1.0954E-08
34,0.33,0,1.1089E-08
35,0.34,0,-1.0699E-08
36,0.35,0,1.0853E-08
37,0.36,0,-7.037E-09
38,0.37,0,7.243E-09
39,0.38,0,-9.993E-09
40,0.39,0,9.717E-09
41,0.4,0,-1.0878E-08
42,0.41,0,1.1116E-08
43,0.42,0,-1.068E-08
44,0.43,0,1.066E-08
45,0.44,0,-1.0795E-08
46,0.45,0,9.871E-09
47,0.46,0,-1.0908E-08
48,0.47,0,1.1078E-08
49,0.48,0,-1.0683E-08
50,0.49,0,1.0848E-08
51,0.5,0,-1.0498E-08
52,0.51,0,1.0043E-08
53,0.52,0,-1.0948E-08
54,0.53,0,9.343E-09
55,0.54,0,-1.0727E-08
56,0.55,0,1.0959E-08
57,0.56,0,-7.344E-09
58,0.57,0,7.438E-09
59,0.58,0,-1.0188E-08
60,0.59,0,9.781E-09
61,0.6,0,-1.0937E-08
62,0.61,0,1.1104E-08
63,0.62,0,-1.0684E-08
64,0.63,0,1.079E-08
65,0.64,0,-1.0433E-08
66,0.65,0,9.973E-09
67,0.66,0,-1.0923E-08
68,0.67,0,1.1066E-08
69,0.68,0,-1.0686E-08
70,0.69,0,1.0974E-08
71,0.7,0,-1.0584E-08
72,0.71,0,1.0169E-08
73,0.72,0,-1.0906E-08
74,0.73,0,9.522E-09
75,0.74,0,-1.0749E-08
76,0.75,0,1.1078E-08
77,0.76,0,-7.603E-09
78,0.77,0,7.619E-09
79,0.78,0,-1.0325E-08
80,0.79,0,9.897E-09
81,0.8,0,-1.0938E-08
82,0.81,0,1.1142E-08
83,0.82,0,-1.0717E-08
84,0.83,0,1.0898E-08
85,0.84,0,-6.948E-09
86,0.85,0,7.198E-09
87,0.86,0,-9.968E-09
88,0.87,0,9.712E-09
89,0.88,0,-1.0899E-08
90,0.89,0,1.1138E-08
91,0.9,0,-7.968E-09
92,0.91,0,7.922E-09
93,0.92,0,-1.0539E-08
94,0.93,0,1.0098E-08
95,0.94,0,-1.0919E-08
96,0.95,0,9.447E-09
97,0.96,0,-1.0709E-08
98,0.97,0,1.103E-08
99,0.98,0,-7.49E-09
100,0.99,0,7.494E-09
101,1,0,-1.0258E-08
102,1.01,0,9.816E-09
103,1.02,0,-1.0951E-08
104,1.03,0,1.1133E-08
105,1.04,0,-1.0687E-08
106,1.05,0,1.0851E-08
107,1.06,0,-6.767E-09
108,1.07,0,1.1135E-08
109,1.08,0,-1.0659E-08
110,1.09,0,1.0737E-08
111,1.1,0,-1.0772E-08
112,1.11,0,9.906E-09
113,1.12,0,-1.0921E-08
114,1.13,0,1.1095E-08
115,1.14,0,-1.0653E-08
116,1.15,0,1.0909E-08
117,1.16,0,-7.032E-09
118,1.17,0,7.203E-09
119,1.18,0,-9.953E-09
120,1.19,0,9.708E-09
121,1.2,0,-1.0908E-08
122,1.21,0,1.1141E-08
123,1.22,0,-1.0693E-08
124,1.23,0,1.066E-08
125,1.24,0,-1.0749E-08
126,1.25,0,9.827E-09
127,1.26,0,-1.0903E-08
128,1.27,0,1.1127E-08
129,1.28,0,-1.0696E-08
130,1.29,0,1.0837E-08
131,1.3,0,-1.0456E-08
132,1.31,0,1.008E-08
133,1.32,0,-1.0905E-08
134,1.33,0,9.353E-09
135,1.34,0,-1.0659E-08
136,1.35,0,1.1009E-08
137,1.36,0,-1.0623E-08
138,1.37,0,1.0219E-08
139,1.38,0,-1.0901E-08
140,1.39,0,9.565E-09
141,1.4,0,-1.0801E-08
142,1.41,0,1.1097E-08
143,1.42,0,-7.716E-09
144,1.43,0,7.68E-09
145,1.44,0,-1.0401E-08
146,1.45,0,9.976E-09
147,1.46,0,-1.0955E-08
148,1.47,0,9.276E-09
149,1.48,0,-1.0731E-08
150,1.49,0,1.0944E-08
151,1.5,0,-1.0581E-08
152,1.51,0,1.0168E-08
153,1.52,0,-1.0935E-08
154,1.53,0,6.259E-09
155,1.54,0,-8.788E-09
156,1.55,0,8.833E-09
157,1.56,0,-1.068E-08
158,1.57,0,1.0665E-08
159,1.58,0,-1.0797E-08
160,1.59,0,9.908E-09
161,1.6,0,-1.0992E-08
162,1.61,0,1.1141E-08
163,1.62,0,-1.0746E-08
164,1.63,0,1.0903E-08
165,1.64,0,-1.0547E-08
166,1.65,0,1.006E-08
167,1.66,0,-1.0949E-08
168,1.67,0,9.437E-09
169,1.68,0,-1.0769E-08
170,1.69,0,1.1034E-08
171,1.7,0,-7.406E-09
172,1.71,0,7.455E-09
173,1.72,0,-1.0258E-08
174,1.73,0,9.89E-09
175,1.74,0,-1.0984E-08
176,1.75,0,1.114E-08
177,1.76,0,-1.072E-08
178,1.77,0,1.0796E-08
179,1.78,0,-1.0463E-08
180,1.79,0,1.0031E-08
181,1.8,0,-1.097E-08
182,1.81,0,9.334E-09
183,1.82,0,-1.0769E-08
184,1.83,0,1.0979E-08
185,1.84,0,-7.28E-09
186,1.85,0,7.382E-09
187,1.86,0,-1.0127E-08
188,1.87,0,9.81E-09
189,1.88,0,-1.0949E-08
190,1.89,0,1.1128E-08
191,1.9,0,-1.0677E-08
192,1.91,0,1.0794E-08
193,1.92,0,-1.0788E-08
194,1.93,0,9.994E-09
195,1.94,0,-1.0946E-08
196,1.95,0,1.112E-08
197,1.96,0,-1.0707E-08
198,1.97,0,1.0936E-08
199,1.98,0,-7.091E-09
200,1.99,0,7.305E-09
201,2,0,-1.0008E-08
202,2.01,0,9.733E-09
203,2.02,0,-1.0958E-08
204,2.03,0,1.1177E-08
205,2.04,0,-1.0709E-08
206,2.05,0,1.0664E-08
207,2.06,0,-1.0812E-08
208,2.07,0,9.929E-09
209,2.08,0,-1.0966E-08
210,2.09,0,1.1138E-08
211,2.1,0,-1.0683E-08
212,2.11,0,1.0872E-08
213,2.12,0,-1.0521E-08
214,2.13,0,1.0087E-08
215,2.14,0,-1.0975E-08
216,2.15,0,9.398E-09
217,2.16,0,-1.0752E-08
218,2.17,0,1.103E-08
