,,,
VD=,5,to,10
VG=,5,to,10
NO.,VD,ID,ISUB
V,A,A,
1,5,-8.074E-09,-1.6261E-08
2,5.01,5.9238E-09,-1.684E-08
3,5.02,3.6985E-09,-1.6709E-08
4,5.03,4.6902E-09,-1.6136E-08
5,5.04,1.9371E-09,-1.6327E-08
6,5.05,3.0787E-09,-1.7454E-08
7,5.06,4.1417E-09,-1.6021E-08
8,5.07,1.244E-09,-1.6182E-08
9,5.08,2.4154E-09,-1.6733E-08
10,5.09,3.5357E-09,-1.706E-08
11,5.1,4.5519E-09,-1.6132E-08
12,5.11,1.7421E-09,-1.6299E-08
13,5.12,2.8913E-09,-1.7308E-08
14,5.13,3.9837E-09,-1.6304E-08
15,5.14,4.9343E-09,-1.6212E-08
16,5.15,2.2365E-09,-1.6592E-08
17,5.16,3.3629E-09,-1.7372E-08
18,5.17,4.397E-09,-1.6114E-08
19,5.18,1.5564E-09,-1.6227E-08
20,5.19,2.7123E-09,-1.7018E-08
21,5.2,3.8047E-09,-1.6535E-08
22,5.21,4.7843E-09,-1.6156E-08
23,5.22,2.0401E-09,-1.6444E-08
24,5.23,3.1891E-09,-1.7461E-08
25,5.24,4.2456E-09,-1.6156E-08
26,5.25,5.1529E-09,-1.6168E-08
27,5.26,2.5237E-09,-1.6762E-08
28,5.27,3.6314E-09,-1.6653E-08
29,5.28,4.6379E-09,-1.6078E-08
30,5.29,1.8669E-09,-1.6277E-08
31,5.3,3.0089E-09,-1.7423E-08
32,5.31,4.0858E-09,-1.6136E-08
33,5.32,5.014E-09,-1.6133E-08
34,5.33,2.3436E-09,-1.6624E-08
35,5.34,3.4598E-09,-1.7123E-08
36,5.35,4.4757E-09,-1.6051E-08
37,5.36,1.6791E-09,-1.6232E-08
38,5.37,2.8218E-09,-1.7151E-08
39,5.38,3.9072E-09,-1.6269E-08
40,5.39,4.8751E-09,-1.6109E-08
41,5.4,2.1552E-09,-1.6548E-08
42,5.41,3.285E-09,-1.7435E-08
43,5.42,4.3215E-09,-1.6078E-08
44,5.43,1.4893E-09,-1.617E-08
45,5.44,2.6367E-09,-1.6915E-08
46,5.45,3.7321E-09,-1.6586E-08
47,5.46,4.7112E-09,-1.6076E-08
48,5.47,1.9764E-09,-1.633E-08
49,5.48,3.1128E-09,-1.7459E-08
50,5.49,4.1574E-09,-1.6189E-08
51,5.5,5.0763E-09,-1.6113E-08
52,5.51,2.4433E-09,-1.6661E-08
53,5.52,3.5498E-09,-1.682E-08
54,5.53,4.5494E-09,-1.605E-08
55,5.54,1.7784E-09,-1.6255E-08
56,5.55,2.9139E-09,-1.7291E-08
57,5.56,3.9813E-09,-1.614E-08
58,5.57,4.9179E-09,-1.6134E-08
59,5.58,2.2367E-09,-1.6538E-08
60,5.59,3.3621E-09,-1.7284E-08
61,5.6,4.385E-09,-1.608E-08
62,5.61,1.5531E-09,-1.6134E-08
63,5.62,2.6969E-09,-1.6953E-08
64,5.63,3.7761E-09,-1.6452E-08
65,5.64,4.7393E-09,-1.606E-08
66,5.65,2.0311E-09,-1.6308E-08
67,5.66,3.1394E-09,-1.7387E-08
68,5.67,4.1873E-09,-1.5992E-08
69,5.68,1.3259E-09,-1.6074E-08
70,5.69,2.4692E-09,-1.6593E-08
71,5.7,3.5659E-09,-1.6719E-08
72,5.71,4.5542E-09,-1.5998E-08
73,5.72,1.7696E-09,-1.6199E-08
74,5.73,2.8984E-09,-1.724E-08
75,5.74,3.9718E-09,-1.6084E-08
76,5.75,4.9006E-09,-1.6033E-08
77,5.76,2.2205E-09,-1.6483E-08
78,5.77,3.331E-09,-1.7291E-08
79,5.78,4.3503E-09,-1.5929E-08
80,5.79,5.2205E-09,-1.6138E-08
81,5.8,2.6524E-09,-1.6887E-08
82,5.81,3.7343E-09,-1.6414E-08
83,5.82,4.6931E-09,-1.6016E-08
84,5.83,1.9536E-09,-1.6239E-08
85,5.84,3.0707E-09,-1.7348E-08
86,5.85,4.1084E-09,-1.6121E-08
87,5.86,5.0199E-09,-1.6051E-08
88,5.87,2.392E-09,-1.6523E-08
89,5.88,3.4799E-09,-1.6872E-08
90,5.89,4.4728E-09,-1.6003E-08
91,5.9,1.6767E-09,-1.6111E-08
92,5.91,2.806E-09,-1.7137E-08
93,5.92,3.8603E-09,-1.5655E-08
94,5.93,9.741E-10,-1.6015E-08
95,5.94,2.1109E-09,-1.636E-08
96,5.95,3.2153E-09,-1.7365E-08
97,5.96,4.2331E-09,-1.6003E-08
98,5.97,1.3906E-09,-1.6086E-08
99,5.98,2.5308E-09,-1.6741E-08
100,5.99,3.6102E-09,-1.6602E-08
101,6,4.5772E-09,-1.6005E-08
102,6.01,1.8134E-09,-1.6186E-08
103,6.02,2.931E-09,-1.7239E-08
104,6.03,3.9696E-09,-1.603E-08
105,6.04,4.8901E-09,-1.6047E-08
106,6.05,2.2282E-09,-1.648E-08
107,6.06,3.3241E-09,-1.7231E-08
108,6.07,4.325E-09,-1.6048E-08
109,6.08,1.4999E-09,-1.6069E-08
110,6.09,2.6204E-09,-1.6814E-08
111,6.1,3.6885E-09,-1.648E-08
112,6.11,4.6442E-09,-1.6002E-08
113,6.12,1.9079E-09,-1.6225E-08
114,6.13,3.0198E-09,-1.7317E-08
115,6.14,4.0516E-09,-1.5882E-08
116,6.15,1.1783E-09,-1.6022E-08
