,,,
VD=,0,to,5
VG=,0,to,5
NO.,VG,VD,ID
V,V,A,
1,0,0,-2.6708E-08
2,0,0.01,2.6223E-08
3,0,0.02,-2.2233E-08
4,0,0.03,1.0765E-08
5,0,0.04,1.8677E-08
6,0,0.05,-3.9379E-08
7,0,0.06,2.4543E-08
8,0,0.07,-9.605E-09
9,0,0.08,-2.0249E-08
10,0,0.09,3.8593E-08
11,0,0.1,-2.3732E-08
12,0,0.11,2.2084E-08
13,0,0.12,-6.6E-09
14,0,0.13,-2.4968E-08
15,0,0.14,3.7858E-08
16,0,0.15,-2.0769E-08
17,0,0.16,9.795E-09
18,0,0.17,2.0127E-08
19,0,0.18,-3.831E-08
20,0,0.19,2.3664E-08
21,0,0.2,-8.495E-09
22,0,0.21,-2.1811E-08
23,0,0.22,3.8925E-08
24,0,0.23,-2.2785E-08
25,0,0.24,1.1666E-08
26,0,0.25,1.7868E-08
27,0,0.26,-3.9724E-08
28,0,0.27,2.5022E-08
29,0,0.28,-1.9535E-08
30,0,0.29,8.1E-09
31,0,0.3,2.1927E-08
32,0,0.31,-3.6653E-08
33,0,0.32,2.2843E-08
34,0,0.33,-7.516E-09
35,0,0.34,-2.3662E-08
36,0,0.35,3.836E-08
37,0,0.36,-2.1682E-08
38,0,0.37,1.0458E-08
39,0,0.38,1.9121E-08
40,0,0.39,-3.9164E-08
41,0,0.4,2.4133E-08
42,0,0.41,-9.127E-09
43,0,0.42,-2.0855E-08
44,0,0.43,3.8926E-08
45,0,0.44,-2.3501E-08
46,0,0.45,1.2486E-08
47,0,0.46,1.702E-08
48,0,0.47,-3.9897E-08
49,0,0.48,2.5607E-08
50,0,0.49,-2.0496E-08
51,0,0.5,9.259E-09
52,0,0.51,2.0685E-08
53,0,0.52,-3.7785E-08
54,0,0.53,2.3501E-08
55,0,0.54,-8.374E-09
56,0,0.55,-2.231E-08
57,0,0.56,3.8875E-08
58,0,0.57,-2.2501E-08
59,0,0.58,1.1147E-08
60,0,0.59,1.8274E-08
61,0,0.6,-3.9756E-08
62,0,0.61,2.4829E-08
63,0,0.62,-1.8909E-08
64,0,0.63,7.384E-09
65,0,0.64,2.2472E-08
66,0,0.65,-3.6137E-08
67,0,0.66,2.2427E-08
68,0,0.67,-7.108E-09
69,0,0.68,-2.4318E-08
70,0,0.69,3.8187E-08
71,0,0.7,-2.1325E-08
72,0,0.71,1.0137E-08
73,0,0.72,1.959E-08
74,0,0.73,-3.8924E-08
75,0,0.74,2.4051E-08
76,0,0.75,-8.853E-09
77,0,0.76,-2.1337E-08
78,0,0.77,3.8964E-08
79,0,0.78,-2.3065E-08
80,0,0.79,1.2007E-08
81,0,0.8,1.7448E-08
82,0,0.81,-3.9804E-08
83,0,0.82,2.5413E-08
