,,,
VG=,0,to,5
VD=,0,to,5
NO.,VG,VD,ID
V,V,A,
1,0,0,-0.00072551
2,0.01,0,-0.00072111
3,0.02,0,-0.00071668
4,0.03,0,-0.00071258
5,0.04,0,-0.00070853
6,0.05,0,-0.00070445
7,0.06,0,-0.00070039
8,0.07,0,-0.00069602
9,0.08,0,-0.00069201
10,0.09,0,-0.00068797
11,0.1,0,-0.00068395
12,0.11,0,-0.00067999
13,0.12,0,-0.00067599
14,0.13,0,-0.00067172
15,0.14,0,-0.00066771
16,0.15,0,-0.00066377
17,0.16,0,-0.00065982
18,0.17,0,-0.00065583
19,0.18,0,-0.00065161
20,0.19,0,-0.00064767
21,0.2,0,-0.00064375
22,0.21,0,-0.00063983
23,0.22,0,-0.00063597
24,0.23,0,-0.00063173
25,0.24,0,-0.00062785
26,0.25,0,-0.00062397
27,0.26,0,-0.00062013
28,0.27,0,-0.00061625
29,0.28,0,-0.00061209
30,0.29,0,-0.00060827
31,0.3,0,-0.00060444
32,0.31,0,-0.0006006
33,0.32,0,-0.00059679
34,0.33,0,-0.00059272
35,0.34,0,-0.00058889
36,0.35,0,-0.00058513
37,0.36,0,-0.00058136
38,0.37,0,-0.00057757
39,0.38,0,-0.00057353
40,0.39,0,-0.00056976
41,0.4,0,-0.00056604
42,0.41,0,-0.00056229
43,0.42,0,-0.00055857
44,0.43,0,-0.00055482
45,0.44,0,-0.00055086
46,0.45,0,-0.00054717
47,0.46,0,-0.00054344
48,0.47,0,-0.0005398
49,0.48,0,-0.00053614
50,0.49,0,-0.00053217
51,0.5,0,-0.00052852
52,0.51,0,-0.00052491
53,0.52,0,-0.00052125
54,0.53,0,-0.00051762
55,0.54,0,-0.00051372
56,0.55,0,-0.00051011
57,0.56,0,-0.00050654
58,0.57,0,-0.0005029
59,0.58,0,-0.00049936
60,0.59,0,-0.00049554
61,0.6,0,-0.00049197
62,0.61,0,-0.00048839
63,0.62,0,-0.00048487
64,0.63,0,-0.00048135
65,0.64,0,-0.00047755
66,0.65,0,-0.00047405
67,0.66,0,-0.00047053
68,0.67,0,-0.000467
69,0.68,0,-0.00046354
70,0.69,0,-0.00045982
71,0.7,0,-0.00045639
72,0.71,0,-0.0004529
73,0.72,0,-0.00044946
74,0.73,0,-0.00044604
75,0.74,0,-0.00044263
76,0.75,0,-0.00043892
77,0.76,0,-0.00043552
78,0.77,0,-0.00043212
79,0.78,0,-0.00042876
80,0.79,0,-0.00042535
81,0.8,0,-0.00042173
82,0.81,0,-0.00041837
83,0.82,0,-0.00041502
84,0.83,0,-0.00041171
85,0.84,0,-0.0004084
86,0.85,0,-0.00040483
87,0.86,0,-0.00040151
88,0.87,0,-0.00039823
89,0.88,0,-0.000395
90,0.89,0,-0.0003917
91,0.9,0,-0.00038819
92,0.91,0,-0.00038496
93,0.92,0,-0.00038172
94,0.93,0,-0.00037845
95,0.94,0,-0.00037529
96,0.95,0,-0.00037182
97,0.96,0,-0.00036862
98,0.97,0,-0.00036542
99,0.98,0,-0.00036228
100,0.99,0,-0.00035913
101,1,0,-0.00035596
102,1.01,0,-0.00035258
103,1.02,0,-0.00034948
104,1.03,0,-0.00034637
105,1.04,0,-0.00034323
106,1.05,0,-0.00034015
107,1.06,0,-0.00033684
108,1.07,0,-0.00033375
109,1.08,0,-0.00033069
110,1.09,0,-0.00032767
111,1.1,0,-0.00032462
112,1.11,0,-0.00032133
113,1.12,0,-0.00031831
114,1.13,0,-0.00031532
115,1.14,0,-0.00031232
116,1.15,0,-0.0003093
117,1.16,0,-0.00030613
118,1.17,0,-0.00030318
119,1.18,0,-0.00030024
120,1.19,0,-0.00029731
121,1.2,0,-0.00029437
122,1.21,0,-0.00029125
123,1.22,0,-0.00028835
124,1.23,0,-0.00028544
125,1.24,0,-0.0002826
126,1.25,0,-0.00027972
127,1.26,0,-0.00027662
128,1.27,0,-0.00027384
129,1.28,0,-0.00027102
130,1.29,0,-0.0002682
131,1.3,0,-0.00026535
132,1.31,0,-0.00026259
133,1.32,0,-0.00025961
134,1.33,0,-0.00025684
135,1.34,0,-0.00025407
136,1.35,0,-0.00025136
137,1.36,0,-0.00024858
138,1.37,0,-0.00024567
139,1.38,0,-0.000243
140,1.39,0,-0.00024031
141,1.4,0,-0.00023763
142,1.41,0,-0.00023498
143,1.42,0,-0.00023212
144,1.43,0,-0.00022948
145,1.44,0,-0.00022682
146,1.45,0,-0.00022426
147,1.46,0,-0.00022166
148,1.47,0,-0.00021887
149,1.48,0,-0.00021626
150,1.49,0,-0.00021373
151,1.5,0,-0.00021119
152,1.51,0,-0.00020864
153,1.52,0,-0.00020595
154,1.53,0,-0.00020344
155,1.54,0,-0.00020094
156,1.55,0,-0.00019845
157,1.56,0,-0.00019602
158,1.57,0,-0.00019338
159,1.58,0,-0.00019093
160,1.59,0,-0.00018848
161,1.6,0,-0.00018608
162,1.61,0,-0.00018371
163,1.62,0,-0.00018129
164,1.63,0,-0.00017875
165,1.64,0,-0.0001764
166,1.65,0,-0.00017404
167,1.66,0,-0.00017173
168,1.67,0,-0.00016943
169,1.68,0,-0.00016693
170,1.69,0,-0.00016464
171,1.7,0,-0.00016238
172,1.71,0,-0.00016013
173,1.72,0,-0.0001579
174,1.73,0,-0.00015544
175,1.74,0,-0.00015329
176,1.75,0,-0.00015108
177,1.76,0,-0.00014888
178,1.77,0,-0.0001467
179,1.78,0,-0.0001444
180,1.79,0,-0.00014226
181,1.8,0,-0.00014011
182,1.81,0,-0.00013803
183,1.82,0,-0.00013595
184,1.83,0,-0.00013365
185,1.84,0,-0.00013162
186,1.85,0,-0.00012957
187,1.86,0,-0.00012752
188,1.87,0,-0.00012548
189,1.88,0,-0.00012331
190,1.89,0,-0.00012135
191,1.9,0,-0.00011938
192,1.91,0,-0.0001174
