,,,
VD=,0,to,5
VG=,0,to,5
NO.,VD,VG,ID
V,V,A,
1,0,0,-0.0031337
2,0.01,0,-0.0031328
3,0.02,0,-0.003132
4,0.03,0,-0.0031308
5,0.04,0,-0.0031301
6,0.05,0,-0.0031289
7,0.06,0,-0.0031282
8,0.07,0,-0.0031271
9,0.08,0,-0.0031258
10,0.09,0,-0.0031252
11,0.1,0,-0.0031241
12,0.11,0,-0.0031233
13,0.12,0,-0.0031223
14,0.13,0,-0.0031215
15,0.14,0,-0.0031205
16,0.15,0,-0.0031195
17,0.16,0,-0.0031186
18,0.17,0,-0.0031176
19,0.18,0,-0.0031168
20,0.19,0,-0.0031159
21,0.2,0,-0.003115
22,0.21,0,-0.003114
23,0.22,0,-0.0031129
24,0.23,0,-0.0031119
25,0.24,0,-0.0031109
26,0.25,0,-0.00311
27,0.26,0,-0.0031091
28,0.27,0,-0.003108
29,0.28,0,-0.003107
30,0.29,0,-0.0031062
31,0.3,0,-0.0031049
32,0.31,0,-0.0031044
33,0.32,0,-0.0031031
34,0.33,0,-0.0031021
35,0.34,0,-0.0031013
36,0.35,0,-0.0031004
37,0.36,0,-0.0030996
38,0.37,0,-0.0030984
39,0.38,0,-0.0030973
40,0.39,0,-0.0030963
41,0.4,0,-0.0030955
42,0.41,0,-0.0030945
43,0.42,0,-0.0030936
44,0.43,0,-0.0030925
45,0.44,0,-0.0030916
46,0.45,0,-0.0030904
47,0.46,0,-0.0030898
48,0.47,0,-0.0030888
49,0.48,0,-0.0030876
50,0.49,0,-0.0030865
51,0.5,0,-0.0030856
52,0.51,0,-0.0030848
53,0.52,0,-0.0030839
54,0.53,0,-0.0030827
55,0.54,0,-0.0030814
56,0.55,0,-0.0030805
57,0.56,0,-0.0030796
58,0.57,0,-0.0030786
59,0.58,0,-0.0030776
60,0.59,0,-0.0030767
61,0.6,0,-0.0030755
62,0.61,0,-0.0030746
63,0.62,0,-0.0030732
64,0.63,0,-0.0030725
65,0.64,0,-0.0030714
66,0.65,0,-0.0030701
67,0.66,0,-0.0030693
68,0.67,0,-0.0030682
69,0.68,0,-0.0030671
70,0.69,0,-0.003066
71,0.7,0,-0.0030649
72,0.71,0,-0.0030638
73,0.72,0,-0.0030625
74,0.73,0,-0.0030616
75,0.74,0,-0.0030604
76,0.75,0,-0.0030594
77,0.76,0,-0.0030584
78,0.77,0,-0.0030573
79,0.78,0,-0.0030561
80,0.79,0,-0.0030548
81,0.8,0,-0.003054
82,0.81,0,-0.0030527
83,0.82,0,-0.0030518
84,0.83,0,-0.0030505
85,0.84,0,-0.0030493
86,0.85,0,-0.0030483
87,0.86,0,-0.003047
88,0.87,0,-0.003046
89,0.88,0,-0.0030447
90,0.89,0,-0.0030435
91,0.9,0,-0.0030423
92,0.91,0,-0.0030411
93,0.92,0,-0.00304
94,0.93,0,-0.0030388
95,0.94,0,-0.0030373
96,0.95,0,-0.0030362
97,0.96,0,-0.003035
98,0.97,0,-0.0030338
99,0.98,0,-0.0030326
100,0.99,0,-0.0030313
101,1,0,-0.00303
102,1.01,0,-0.0030287
103,1.02,0,-0.0030275
104,1.03,0,-0.0030263
105,1.04,0,-0.0030249
106,1.05,0,-0.0030236
107,1.06,0,-0.0030224
108,1.07,0,-0.0030213
109,1.08,0,-0.0030198
110,1.09,0,-0.0030183
111,1.1,0,-0.0030172
112,1.11,0,-0.0030157
113,1.12,0,-0.0030144
114,1.13,0,-0.0030131
115,1.14,0,-0.0030114
116,1.15,0,-0.0030099
117,1.16,0,-0.0030087
118,1.17,0,-0.0030074
119,1.18,0,-0.003006
120,1.19,0,-0.0030046
121,1.2,0,-0.0030033
122,1.21,0,-0.0030018
123,1.22,0,-0.0030003
124,1.23,0,-0.0029988
125,1.24,0,-0.0029974
126,1.25,0,-0.0029959
127,1.26,0,-0.0029944
128,1.27,0,-0.002993
129,1.28,0,-0.0029912
130,1.29,0,-0.0029899
131,1.3,0,-0.0029882
132,1.31,0,-0.0029867
133,1.32,0,-0.0029853
134,1.33,0,-0.0029838
135,1.34,0,-0.0029822
136,1.35,0,-0.0029803
137,1.36,0,-0.0029788
138,1.37,0,-0.0029773
139,1.38,0,-0.0029758
140,1.39,0,-0.0029741
141,1.4,0,-0.0029723
142,1.41,0,-0.0029706
143,1.42,0,-0.002969
144,1.43,0,-0.0029674
145,1.44,0,-0.0029656
146,1.45,0,-0.0029639
147,1.46,0,-0.0029622
148,1.47,0,-0.0029603
149,1.48,0,-0.0029588
150,1.49,0,-0.0029568
151,1.5,0,-0.0029549
152,1.51,0,-0.0029532
153,1.52,0,-0.0029514
154,1.53,0,-0.0029495
155,1.54,0,-0.0029478
156,1.55,0,-0.0029456
157,1.56,0,-0.0029439
158,1.57,0,-0.0029422
159,1.58,0,-0.0029402
160,1.59,0,-0.0029382
161,1.6,0,-0.0029362
162,1.61,0,-0.0029342
163,1.62,0,-0.0029324
164,1.63,0,-0.0029304
165,1.64,0,-0.0029284
166,1.65,0,-0.0029262
167,1.66,0,-0.0029241
168,1.67,0,-0.0029219
169,1.68,0,-0.0029201
170,1.69,0,-0.0029179
171,1.7,0,-0.0029157
172,1.71,0,-0.0029137
173,1.72,0,-0.0029113
174,1.73,0,-0.0029093
175,1.74,0,-0.0029071
176,1.75,0,-0.0029046
177,1.76,0,-0.0029026
178,1.77,0,-0.0029004
179,1.78,0,-0.0028981
180,1.79,0,-0.0028957
181,1.8,0,-0.0028934
182,1.81,0,-0.002891
183,1.82,0,-0.0028886
184,1.83,0,-0.0028863
185,1.84,0,-0.0028838
186,1.85,0,-0.0028814
187,1.86,0,-0.0028788
188,1.87,0,-0.0028766
189,1.88,0,-0.0028739
190,1.89,0,-0.0028715
191,1.9,0,-0.0028689
192,1.91,0,-0.0028661
193,1.92,0,-0.0028639
194,1.93,0,-0.0028611
195,1.94,0,-0.0028585
196,1.95,0,-0.002856
197,1.96,0,-0.002853
198,1.97,0,-0.0028504
199,1.98,0,-0.0028478
200,1.99,0,-0.0028449
201,2,0,-0.0028423
202,2.01,0,-0.0028395
203,2.02,0,-0.0028366
204,2.03,0,-0.0028336
205,2.04,0,-0.0028306
206,2.05,0,-0.0028279
207,2.06,0,-0.0028247
208,2.07,0,-0.0028219
209,2.08,0,-0.0028189
210,2.09,0,-0.0028158
211,2.1,0,-0.0028129
212,2.11,0,-0.0028099
213,2.12,0,-0.0028065
214,2.13,0,-0.0028034
215,2.14,0,-0.0028006
216,2.15,0,-0.0027972
217,2.16,0,-0.0027938
218,2.17,0,-0.0027905
219,2.18,0,-0.0027875
220,2.19,0,-0.002784
221,2.2,0,-0.0027807
222,2.21,0,-0.0027771
223,2.22,0,-0.0027739
224,2.23,0,-0.0027707
225,2.24,0,-0.0027672
226,2.25,0,-0.0027637
227,2.26,0,-0.0027601
228,2.27,0,-0.0027565
229,2.28,0,-0.002753
230,2.29,0,-0.0027494
231,2.3,0,-0.0027457
232,2.31,0,-0.0027418
233,2.32,0,-0.0027381
234,2.33,0,-0.0027345
235,2.34,0,-0.0027308
236,2.35,0,-0.0027272
