,,,
VD=,0,to,5
VG=,0,to,5
NO.,VD,VG,ID
V,V,A,
1,0,0,-1.2138E-08
2,0.01,0,1.2422E-08
3,0.02,0,-1.1827E-08
4,0.03,0,1.2026E-08
5,0.04,0,-1.2045E-08
6,0.05,0,1.1142E-08
7,0.06,0,-1.2133E-08
8,0.07,0,1.0469E-08
9,0.08,0,-1.1794E-08
10,0.09,0,1.2221E-08
11,0.1,0,-1.1837E-08
12,0.11,0,1.1299E-08
13,0.12,0,-1.2155E-08
14,0.13,0,1.0691E-08
15,0.14,0,-1.1911E-08
16,0.15,0,1.2397E-08
17,0.16,0,-1.189E-08
18,0.17,0,1.161E-08
19,0.18,0,-1.2154E-08
20,0.19,0,1.0857E-08
21,0.2,0,-1.209E-08
22,0.21,0,1.2404E-08
23,0.22,0,-1.1854E-08
24,0.23,0,1.1837E-08
25,0.24,0,-1.2102E-08
26,0.25,0,1.0963E-08
27,0.26,0,-1.2179E-08
28,0.27,0,1.2425E-08
29,0.28,0,-1.1846E-08
30,0.29,0,1.2071E-08
31,0.3,0,-1.2035E-08
32,0.31,0,1.1151E-08
33,0.32,0,-1.219E-08
34,0.33,0,1.0506E-08
35,0.34,0,-1.1865E-08
36,0.35,0,1.2227E-08
37,0.36,0,-1.1815E-08
38,0.37,0,1.1301E-08
39,0.38,0,-1.2189E-08
40,0.39,0,1.0709E-08
41,0.4,0,-1.1999E-08
42,0.41,0,1.2359E-08
43,0.42,0,-1.1845E-08
44,0.43,0,1.1628E-08
45,0.44,0,-1.2082E-08
46,0.45,0,1.0887E-08
47,0.46,0,-1.2086E-08
48,0.47,0,1.2433E-08
49,0.48,0,-1.1895E-08
50,0.49,0,1.1791E-08
51,0.5,0,-1.2043E-08
52,0.51,0,1.0936E-08
53,0.52,0,-1.217E-08
54,0.53,0,1.2454E-08
55,0.54,0,-1.1838E-08
56,0.55,0,1.2055E-08
57,0.56,0,-1.1986E-08
58,0.57,0,1.1107E-08
59,0.58,0,-1.2143E-08
60,0.59,0,1.0485E-08
61,0.6,0,-1.1862E-08
62,0.61,0,1.2239E-08
63,0.62,0,-1.1843E-08
64,0.63,0,1.1303E-08
65,0.64,0,-1.2133E-08
66,0.65,0,1.0699E-08
67,0.66,0,-1.1999E-08
68,0.67,0,1.2324E-08
69,0.68,0,-1.189E-08
70,0.69,0,1.1615E-08
71,0.7,0,-1.2107E-08
72,0.71,0,1.0821E-08
73,0.72,0,-1.2097E-08
74,0.73,0,1.2421E-08
75,0.74,0,-1.1817E-08
76,0.75,0,1.1839E-08
77,0.76,0,-1.208E-08
78,0.77,0,1.1015E-08
79,0.78,0,-1.2129E-08
80,0.79,0,1.2405E-08
81,0.8,0,-1.1827E-08
82,0.81,0,1.2016E-08
83,0.82,0,-1.1634E-08
84,0.83,0,1.1148E-08
85,0.84,0,-1.2178E-08
86,0.85,0,1.0513E-08
87,0.86,0,-1.1793E-08
88,0.87,0,1.2189E-08
89,0.88,0,-1.1818E-08
90,0.89,0,1.1357E-08
91,0.9,0,-1.2147E-08
92,0.91,0,1.0729E-08
93,0.92,0,-1.1958E-08
94,0.93,0,1.2318E-08
95,0.94,0,-1.1874E-08
96,0.95,0,1.1606E-08
97,0.96,0,-1.2123E-08
98,0.97,0,1.0874E-08
99,0.98,0,-1.2099E-08
100,0.99,0,1.2359E-08
101,1,0,-1.1792E-08
102,1.01,0,1.1865E-08
103,1.02,0,-1.2062E-08
104,1.03,0,1.0989E-08
105,1.04,0,-1.2184E-08
106,1.05,0,1.2394E-08
107,1.06,0,-1.181E-08
108,1.07,0,1.207E-08
109,1.08,0,-1.1965E-08
110,1.09,0,1.1128E-08
111,1.1,0,-1.2174E-08
112,1.11,0,1.0529E-08
113,1.12,0,-1.1865E-08
114,1.13,0,1.2209E-08
115,1.14,0,-1.179E-08
116,1.15,0,1.133E-08
117,1.16,0,-1.2141E-08
118,1.17,0,1.0736E-08
119,1.18,0,-1.2004E-08
120,1.19,0,1.2356E-08
121,1.2,0,-1.1901E-08
122,1.21,0,1.1609E-08
123,1.22,0,-1.2086E-08
124,1.23,0,1.0886E-08
125,1.24,0,-1.2086E-08
126,1.25,0,1.2443E-08
127,1.26,0,-1.1842E-08
128,1.27,0,1.1897E-08
129,1.28,0,-1.2081E-08
130,1.29,0,1.0987E-08
131,1.3,0,-1.2157E-08
132,1.31,0,1.2404E-08
133,1.32,0,-1.1831E-08
134,1.33,0,1.2123E-08
135,1.34,0,-1.2002E-08
136,1.35,0,1.1192E-08
137,1.36,0,-1.2097E-08
138,1.37,0,1.0482E-08
139,1.38,0,-1.1837E-08
140,1.39,0,1.2268E-08
141,1.4,0,-1.1852E-08
142,1.41,0,1.1374E-08
143,1.42,0,-1.2127E-08
144,1.43,0,1.0689E-08
145,1.44,0,-1.199E-08
146,1.45,0,1.2405E-08
147,1.46,0,-1.1849E-08
148,1.47,0,1.1628E-08
149,1.48,0,-1.2103E-08
150,1.49,0,1.0825E-08
151,1.5,0,-1.2084E-08
152,1.51,0,1.2465E-08
153,1.52,0,-1.1825E-08
154,1.53,0,1.1885E-08
155,1.54,0,-1.2061E-08
156,1.55,0,1.097E-08
157,1.56,0,-1.219E-08
158,1.57,0,1.2416E-08
159,1.58,0,-1.1788E-08
160,1.59,0,1.2049E-08
161,1.6,0,-1.1698E-08
162,1.61,0,1.1155E-08
163,1.62,0,-1.2188E-08
164,1.63,0,1.0529E-08
165,1.64,0,-1.1837E-08
166,1.65,0,1.226E-08
167,1.66,0,-1.1837E-08
168,1.67,0,1.1371E-08
169,1.68,0,-1.2146E-08
170,1.69,0,1.0765E-08
171,1.7,0,-1.1985E-08
172,1.71,0,1.2382E-08
173,1.72,0,-1.1789E-08
174,1.73,0,1.162E-08
175,1.74,0,-1.2118E-08
176,1.75,0,1.0882E-08
177,1.76,0,-1.2124E-08
178,1.77,0,1.2418E-08
179,1.78,0,-1.1818E-08
180,1.79,0,1.186E-08
181,1.8,0,-1.2086E-08
182,1.81,0,1.0996E-08
183,1.82,0,-1.2164E-08
184,1.83,0,1.2405E-08
185,1.84,0,-1.186E-08
186,1.85,0,1.2088E-08
187,1.86,0,-1.1679E-08
188,1.87,0,1.1144E-08
189,1.88,0,-1.2155E-08
190,1.89,0,1.0552E-08
191,1.9,0,-1.1879E-08
192,1.91,0,1.2267E-08
193,1.92,0,-1.1811E-08
194,1.93,0,1.14E-08
195,1.94,0,-1.2125E-08
196,1.95,0,1.2398E-08
197,1.96,0,-1.2051E-08
198,1.97,0,1.2394E-08
199,1.98,0,-1.188E-08
200,1.99,0,1.1678E-08
201,2,0,-1.2074E-08
202,2.01,0,1.0838E-08
203,2.02,0,-1.2127E-08
204,2.03,0,1.245E-08
205,2.04,0,-1.1845E-08
206,2.05,0,1.1899E-08
207,2.06,0,-1.2036E-08
208,2.07,0,1.1003E-08
209,2.08,0,-1.2183E-08
210,2.09,0,1.2385E-08
211,2.1,0,-1.1809E-08
212,2.11,0,1.2094E-08
213,2.12,0,-1.1723E-08
214,2.13,0,1.1184E-08
