,,,
VD=,5,to,10
VG=,5,to,10
NO.,VD,ID,ISUB
V,A,A,
1,5,-1.2662E-08,-1.8031E-08
2,5.01,1.2773E-08,5.662E-09
3,5.02,-1.2122E-08,2.1951E-08
4,5.03,-1.2981E-08,-8.661E-09
5,5.04,1.1584E-08,1.35E-10
6,5.05,-9.283E-09,1.9731E-08
7,5.06,-1.2416E-08,-4.609E-09
8,5.07,1.0597E-08,-1.5159E-08
9,5.08,1.3136E-08,7.89E-09
10,5.09,-1.2009E-08,3.22E-10
11,5.1,8.406E-09,-1.9616E-08
12,5.11,1.2564E-08,3.921E-09
13,5.12,-1.1429E-08,1.5915E-08
14,5.13,-1.2008E-08,-5.41E-10
15,5.14,8.556E-09,-1.8908E-08
16,5.15,1.256E-08,4.641E-09
17,5.16,-1.1601E-08,1.5608E-08
18,5.17,-1.2083E-08,-1.23E-09
19,5.18,8.709E-09,-1.8054E-08
20,5.19,1.2525E-08,5.153E-09
21,5.2,-1.1712E-08,1.5165E-08
22,5.21,-1.2162E-08,-1.86E-09
23,5.22,8.892E-09,-1.7291E-08
24,5.23,1.2477E-08,5.54E-09
25,5.24,-1.1853E-08,2.1252E-08
26,5.25,-1.206E-08,-1.352E-09
27,5.26,8.702E-09,-1.7801E-08
28,5.27,1.247E-08,5.122E-09
29,5.28,-1.1702E-08,2.1289E-08
30,5.29,-1.1893E-08,-8.11E-10
31,5.3,8.505E-09,-1.8165E-08
32,5.31,1.2443E-08,4.868E-09
33,5.32,-1.1583E-08,1.5098E-08
34,5.33,-1.2077E-08,-1.47E-09
35,5.34,8.7E-09,-1.7505E-08
36,5.35,1.2462E-08,5.273E-09
37,5.36,-1.1769E-08,2.1189E-08
38,5.37,-1.1923E-08,-9.4E-10
39,5.38,8.551E-09,-2.1991E-08
40,5.39,1.2296E-08,3.773E-09
41,5.4,-1.1199E-08,1.5556E-08
42,5.41,-1.183E-08,-3.58E-10
43,5.42,8.415E-09,-1.8478E-08
44,5.43,1.2372E-08,4.575E-09
45,5.44,-1.1441E-08,1.5323E-08
46,5.45,-1.1958E-08,-1.082E-09
47,5.46,8.587E-09,-1.7765E-08
48,5.47,1.2392E-08,5.024E-09
49,5.48,-1.1648E-08,2.1293E-08
50,5.49,-1.1787E-08,-5.15E-10
51,5.5,8.46E-09,-1.8291E-08
52,5.51,1.2383E-08,4.706E-09
53,5.52,-1.148E-08,1.5229E-08
54,5.53,-1.2012E-08,-1.233E-09
55,5.54,8.661E-09,-1.7734E-08
56,5.55,1.2415E-08,5.094E-09
57,5.56,-1.1669E-08,1.4987E-08
58,5.57,-1.2083E-08,-1.9E-09
59,5.58,8.901E-09,-1.7058E-08
60,5.59,1.1069E-08,-2.0337E-08
61,5.6,1.1992E-08,2.292E-09
62,5.61,-1.0139E-08,1.7446E-08
63,5.62,-1.184E-08,2.0596E-08
64,5.63,-1.2202E-08,-2.8E-09
65,5.64,9.427E-09,-2.1923E-08
66,5.65,1.1084E-08,-2.0439E-08
67,5.66,1.195E-08,-2.1854E-08
68,5.67,1.1098E-08,-2.0226E-08
69,5.68,1.2036E-08,2.499E-09
70,5.69,-1.0342E-08,1.708E-08
71,5.7,-1.1765E-08,2.134E-09
72,5.71,7.744E-09,-1.983E-08
73,5.72,1.2111E-08,2.874E-09
74,5.73,-1.0631E-08,1.6499E-08
75,5.74,-1.168E-08,1.213E-09
76,5.75,7.998E-09,-1.9376E-08
77,5.76,1.2183E-08,3.369E-09
78,5.77,-1.0906E-08,1.604E-08
79,5.78,-1.1727E-08,4.28E-10
80,5.79,8.169E-09,-1.8861E-08
81,5.8,1.2266E-08,3.735E-09
82,5.81,-1.1175E-08,1.5466E-08
83,5.82,-1.1754E-08,-4.27E-10
84,5.83,8.37E-09,-1.8256E-08
85,5.84,1.2322E-08,4.388E-09
86,5.85,-1.1397E-08,1.5204E-08
87,5.86,-1.1885E-08,-1.16E-09
88,5.87,8.523E-09,-2.1701E-08
89,5.88,1.2257E-08,3.851E-09
90,5.89,-1.1193E-08,1.5295E-08
91,5.9,-1.2468E-08,-7.87E-09
92,5.91,1.1163E-08,-6.98E-10
93,5.92,-8.856E-09,1.942E-08
94,5.93,-1.2121E-08,-3.814E-09
95,5.94,1.0066E-08,-2.1455E-08
96,5.95,1.1035E-08,-1.387E-09
97,5.96,-8.711E-09,1.9742E-08
98,5.97,-1.2069E-08,-3.513E-09
99,5.98,9.793E-09,-2.1524E-08
100,5.99,1.1062E-08,-1.9692E-08
101,6,1.2055E-08,2.793E-09
102,6.01,-1.0564E-08,1.6401E-08
103,6.02,-1.161E-08,1.271E-09
104,6.03,7.926E-09,-1.9236E-08
105,6.04,1.2088E-08,3.318E-09
106,6.05,-1.0803E-08,1.5929E-08
107,6.06,-1.1643E-08,4.33E-10
108,6.07,8.122E-09,-1.875E-08
109,6.08,1.22E-08,3.644E-09
110,6.09,-1.1081E-08,1.5296E-08
111,6.1,-1.171E-08,-3.15E-10
112,6.11,8.371E-09,-1.8245E-08
113,6.12,1.229E-08,4.257E-09
114,6.13,-1.1313E-08,1.5182E-08
115,6.14,-1.1821E-08,-1.063E-09
116,6.15,8.518E-09,-1.7569E-08
117,6.16,1.2294E-08,4.86E-09
118,6.17,-1.1485E-08,2.0953E-08
119,6.18,-1.1695E-08,-5.17E-10
120,6.19,8.37E-09,-1.8004E-08
