,,,
VG=,0,to,5
VB=,5,to,8
NO.,VG,VB,ID
V,V,A,
1,0,5,-3.6706E-06
2,0.01,5,-3.6724E-06
3,0.02,5,-3.6396E-06
4,0.03,5,-3.6437E-06
5,0.04,5,-3.6544E-06
6,0.05,5,-3.6233E-06
7,0.06,5,-3.6181E-06
8,0.07,5,-3.6354E-06
9,0.08,5,-3.6053E-06
10,0.09,5,-3.5944E-06
11,0.1,5,-3.6141E-06
12,0.11,5,-3.5911E-06
13,0.12,5,-3.5705E-06
14,0.13,5,-3.5887E-06
15,0.14,5,-3.5747E-06
16,0.15,5,-3.5484E-06
17,0.16,5,-3.5661E-06
18,0.17,5,-3.5611E-06
19,0.18,5,-3.5274E-06
20,0.19,5,-3.5391E-06
21,0.2,5,-3.5436E-06
22,0.21,5,-3.5108E-06
23,0.22,5,-3.5108E-06
24,0.23,5,-3.5231E-06
25,0.24,5,-3.4931E-06
26,0.25,5,-3.4859E-06
27,0.26,5,-3.5043E-06
28,0.27,5,-3.4746E-06
29,0.28,5,-3.4611E-06
30,0.29,5,-3.4802E-06
31,0.3,5,-3.4603E-06
32,0.31,5,-3.4371E-06
33,0.32,5,-3.4557E-06
34,0.33,5,-3.4426E-06
35,0.34,5,-3.4154E-06
36,0.35,5,-3.4312E-06
37,0.36,5,-3.4276E-06
38,0.37,5,-3.3945E-06
39,0.38,5,-3.4029E-06
40,0.39,5,-3.4086E-06
41,0.4,5,-3.3761E-06
42,0.41,5,-3.3762E-06
43,0.42,5,-3.3888E-06
44,0.43,5,-3.3576E-06
45,0.44,5,-3.3495E-06
46,0.45,5,-3.3673E-06
47,0.46,5,-3.3392E-06
48,0.47,5,-3.3247E-06
49,0.48,5,-3.3444E-06
50,0.49,5,-3.3231E-06
51,0.5,5,-3.3002E-06
52,0.51,5,-3.3174E-06
53,0.52,5,-3.3067E-06
54,0.53,5,-3.277E-06
55,0.54,5,-3.2917E-06
56,0.55,5,-3.29E-06
57,0.56,5,-3.2551E-06
58,0.57,5,-3.2622E-06
59,0.58,5,-3.2704E-06
60,0.59,5,-3.2381E-06
61,0.6,5,-3.2358E-06
62,0.61,5,-3.2483E-06
63,0.62,5,-3.2179E-06
64,0.63,5,-3.2088E-06
65,0.64,5,-3.2275E-06
66,0.65,5,-3.2E-06
67,0.66,5,-3.1829E-06
68,0.67,5,-3.2E-06
69,0.68,5,-3.1841E-06
70,0.69,5,-3.158E-06
71,0.7,5,-3.1754E-06
72,0.71,5,-3.1638E-06
73,0.72,5,-3.1344E-06
74,0.73,5,-3.1486E-06
75,0.74,5,-3.1489E-06
76,0.75,5,-3.1128E-06
77,0.76,5,-3.1184E-06
78,0.77,5,-3.1269E-06
79,0.78,5,-3.0957E-06
80,0.79,5,-3.0914E-06
81,0.8,5,-3.1051E-06
82,0.81,5,-3.0727E-06
83,0.82,5,-3.0642E-06
84,0.83,5,-3.082E-06
85,0.84,5,-3.0558E-06
86,0.85,5,-3.0367E-06
87,0.86,5,-3.0543E-06
88,0.87,5,-3.0382E-06
89,0.88,5,-3.0131E-06
90,0.89,5,-3.0294E-06
91,0.9,5,-3.019E-06
92,0.91,5,-2.9868E-06
93,0.92,5,-3.001E-06
94,0.93,5,-3.002E-06
95,0.94,5,-2.9668E-06
96,0.95,5,-2.9692E-06
97,0.96,5,-2.9791E-06
98,0.97,5,-2.9475E-06
99,0.98,5,-2.9417E-06
100,0.99,5,-2.9573E-06
101,1,5,-2.9242E-06
102,1.01,5,-2.9137E-06
103,1.02,5,-2.9311E-06
104,1.03,5,-2.9071E-06
105,1.04,5,-2.887E-06
106,1.05,5,-2.9029E-06
107,1.06,5,-2.8884E-06
108,1.07,5,-2.8612E-06
109,1.08,5,-2.8761E-06
110,1.09,5,-2.8694E-06
111,1.1,5,-2.8356E-06
112,1.11,5,-2.8468E-06
113,1.12,5,-2.8482E-06
114,1.13,5,-2.815E-06
115,1.14,5,-2.8154E-06
116,1.15,5,-2.8264E-06
117,1.16,5,-2.7934E-06
118,1.17,5,-2.7875E-06
119,1.18,5,-2.8021E-06
120,1.19,5,-2.7713E-06
121,1.2,5,-2.7584E-06
122,1.21,5,-2.7759E-06
123,1.22,5,-2.7529E-06
124,1.23,5,-2.73E-06
125,1.24,5,-2.7462E-06
126,1.25,5,-2.7321E-06
127,1.26,5,-2.7036E-06
128,1.27,5,-2.7195E-06
129,1.28,5,-2.7124E-06
130,1.29,5,-2.679E-06
131,1.3,5,-2.6877E-06
132,1.31,5,-2.6914E-06
133,1.32,5,-2.6578E-06
134,1.33,5,-2.6559E-06
135,1.34,5,-2.667E-06
136,1.35,5,-2.6341E-06
137,1.36,5,-2.627E-06
138,1.37,5,-2.6425E-06
139,1.38,5,-2.6124E-06
140,1.39,5,-2.5971E-06
141,1.4,5,-2.615E-06
142,1.41,5,-2.5934E-06
143,1.42,5,-2.5681E-06
144,1.43,5,-2.5847E-06
145,1.44,5,-2.5719E-06
146,1.45,5,-2.5417E-06
147,1.46,5,-2.5553E-06
148,1.47,5,-2.5505E-06
149,1.48,5,-2.5152E-06
