,,,
VD=,0,to,5
VG=,0,to,5
NO.,VD,VG,ID
V,V,A,
1,0,0,-0.00011981
2,0.01,0,-0.00011984
3,0.02,0,-0.00011982
4,0.03,0,-0.0001198
5,0.04,0,-0.00011981
6,0.05,0,-0.00011983
7,0.06,0,-0.0001198
8,0.07,0,-0.0001198
9,0.08,0,-0.00011982
10,0.09,0,-0.00011982
11,0.1,0,-0.0001198
12,0.11,0,-0.00011978
13,0.12,0,-0.00011981
14,0.13,0,-0.0001198
15,0.14,0,-0.00011977
16,0.15,0,-0.0001198
17,0.16,0,-0.00011981
18,0.17,0,-0.00011978
19,0.18,0,-0.00011977
20,0.19,0,-0.00011976
21,0.2,0,-0.00011978
22,0.21,0,-0.00011976
23,0.22,0,-0.00011977
24,0.23,0,-0.0001198
25,0.24,0,-0.00011976
26,0.25,0,-0.00011975
27,0.26,0,-0.00011975
28,0.27,0,-0.00011978
29,0.28,0,-0.00011975
30,0.29,0,-0.00011975
31,0.3,0,-0.00011976
32,0.31,0,-0.00011974
33,0.32,0,-0.00011973
34,0.33,0,-0.00011973
35,0.34,0,-0.00011975
36,0.35,0,-0.00011974
37,0.36,0,-0.00011973
38,0.37,0,-0.00011971
39,0.38,0,-0.00011973
40,0.39,0,-0.00011971
41,0.4,0,-0.00011973
42,0.41,0,-0.00011974
43,0.42,0,-0.00011972
44,0.43,0,-0.0001197
45,0.44,0,-0.00011971
46,0.45,0,-0.00011972
47,0.46,0,-0.00011971
48,0.47,0,-0.0001197
49,0.48,0,-0.0001197
50,0.49,0,-0.00011971
51,0.5,0,-0.00011968
52,0.51,0,-0.00011969
53,0.52,0,-0.00011971
54,0.53,0,-0.00011968
55,0.54,0,-0.00011967
56,0.55,0,-0.00011968
57,0.56,0,-0.00011969
58,0.57,0,-0.00011968
59,0.58,0,-0.00011967
60,0.59,0,-0.00011967
61,0.6,0,-0.00011968
62,0.61,0,-0.00011963
63,0.62,0,-0.00011968
64,0.63,0,-0.00011968
65,0.64,0,-0.00011965
66,0.65,0,-0.00011964
67,0.66,0,-0.00011966
68,0.67,0,-0.00011968
69,0.68,0,-0.00011964
70,0.69,0,-0.00011963
71,0.7,0,-0.00011968
72,0.71,0,-0.00011964
73,0.72,0,-0.00011962
74,0.73,0,-0.00011965
75,0.74,0,-0.00011962
76,0.75,0,-0.00011962
77,0.76,0,-0.00011962
78,0.77,0,-0.00011965
79,0.78,0,-0.00011962
80,0.79,0,-0.00011958
81,0.8,0,-0.00011962
82,0.81,0,-0.00011964
83,0.82,0,-0.00011961
84,0.83,0,-0.00011959
85,0.84,0,-0.00011961
86,0.85,0,-0.00011962
87,0.86,0,-0.00011959
88,0.87,0,-0.00011957
89,0.88,0,-0.00011961
90,0.89,0,-0.0001196
91,0.9,0,-0.00011959
92,0.91,0,-0.00011959
93,0.92,0,-0.00011959
94,0.93,0,-0.00011957
95,0.94,0,-0.00011957
96,0.95,0,-0.00011958
97,0.96,0,-0.00011958
98,0.97,0,-0.00011956
99,0.98,0,-0.00011956
100,0.99,0,-0.00011959
101,1,0,-0.00011955
102,1.01,0,-0.00011954
103,1.02,0,-0.00011957
104,1.03,0,-0.00011957
105,1.04,0,-0.00011953
106,1.05,0,-0.00011954
107,1.06,0,-0.00011956
108,1.07,0,-0.00011953
109,1.08,0,-0.00011953
110,1.09,0,-0.00011952
111,1.1,0,-0.00011954
112,1.11,0,-0.00011951
113,1.12,0,-0.0001195
114,1.13,0,-0.00011955
115,1.14,0,-0.00011953
116,1.15,0,-0.00011951
117,1.16,0,-0.00011951
118,1.17,0,-0.00011953
119,1.18,0,-0.00011949
120,1.19,0,-0.00011949
121,1.2,0,-0.00011951
122,1.21,0,-0.00011951
123,1.22,0,-0.00011946
124,1.23,0,-0.00011947
125,1.24,0,-0.00011949
126,1.25,0,-0.00011947
127,1.26,0,-0.00011945
128,1.27,0,-0.00011947
129,1.28,0,-0.00011947
130,1.29,0,-0.00011944
131,1.3,0,-0.00011943
132,1.31,0,-0.00011946
133,1.32,0,-0.00011945
134,1.33,0,-0.00011942
135,1.34,0,-0.00011943
136,1.35,0,-0.00011943
137,1.36,0,-0.00011944
138,1.37,0,-0.00011941
139,1.38,0,-0.00011938
140,1.39,0,-0.00011943
141,1.4,0,-0.00011938
142,1.41,0,-0.00011937
143,1.42,0,-0.00011939
144,1.43,0,-0.00011938
145,1.44,0,-0.00011936
146,1.45,0,-0.00011936
147,1.46,0,-0.00011937
148,1.47,0,-0.00011934
149,1.48,0,-0.00011934
150,1.49,0,-0.00011933
151,1.5,0,-0.00011933
152,1.51,0,-0.00011931
153,1.52,0,-0.00011929
154,1.53,0,-0.00011932
155,1.54,0,-0.0001193
156,1.55,0,-0.00011925
157,1.56,0,-0.00011928
158,1.57,0,-0.00011927
159,1.58,0,-0.00011925
160,1.59,0,-0.00011923
161,1.6,0,-0.00011923
162,1.61,0,-0.00011924
163,1.62,0,-0.0001192
164,1.63,0,-0.0001192
165,1.64,0,-0.00011918
166,1.65,0,-0.00011917
167,1.66,0,-0.00011915
168,1.67,0,-0.00011914
169,1.68,0,-0.00011915
170,1.69,0,-0.00011909
171,1.7,0,-0.00011909
172,1.71,0,-0.00011908
173,1.72,0,-0.00011907
174,1.73,0,-0.00011902
175,1.74,0,-0.00011903
176,1.75,0,-0.00011902
177,1.76,0,-0.00011898
178,1.77,0,-0.00011894
179,1.78,0,-0.00011894
180,1.79,0,-0.00011893
181,1.8,0,-0.00011887
182,1.81,0,-0.00011886
183,1.82,0,-0.00011884
184,1.83,0,-0.00011881
185,1.84,0,-0.00011879
186,1.85,0,-0.00011875
187,1.86,0,-0.00011873
188,1.87,0,-0.0001187
189,1.88,0,-0.00011863
190,1.89,0,-0.00011863
191,1.9,0,-0.00011861
192,1.91,0,-0.00011854
193,1.92,0,-0.00011851
194,1.93,0,-0.00011849
195,1.94,0,-0.00011844
196,1.95,0,-0.00011838
197,1.96,0,-0.00011835
198,1.97,0,-0.00011831
199,1.98,0,-0.00011826
200,1.99,0,-0.00011819
201,2,0,-0.00011817
202,2.01,0,-0.00011812
203,2.02,0,-0.00011802
204,2.03,0,-0.00011799
205,2.04,0,-0.00011795
206,2.05,0,-0.00011788
207,2.06,0,-0.00011782
208,2.07,0,-0.00011777
209,2.08,0,-0.0001177
210,2.09,0,-0.00011762
211,2.1,0,-0.00011755
212,2.11,0,-0.00011751
213,2.12,0,-0.00011742
214,2.13,0,-0.00011733
215,2.14,0,-0.00011729
216,2.15,0,-0.00011721
217,2.16,0,-0.00011711
218,2.17,0,-0.00011701
219,2.18,0,-0.00011697
220,2.19,0,-0.00011686
221,2.2,0,-0.00011675
222,2.21,0,-0.00011668
223,2.22,0,-0.0001166
224,2.23,0,-0.00011649
225,2.24,0,-0.00011638
226,2.25,0,-0.00011632
227,2.26,0,-0.00011621
228,2.27,0,-0.00011608
229,2.28,0,-0.00011596
230,2.29,0,-0.0001159
231,2.3,0,-0.00011578
232,2.31,0,-0.00011562
233,2.32,0,-0.00011555
234,2.33,0,-0.00011543
235,2.34,0,-0.00011529
